GeneSymbol,MedianRank,N_Datasets,Up_Count,Down_Count,Direction,AllRanks
LOC100909697 /// MCART1,-0.10283074457837715,2,1,1,Down,"-1.29,1.09"
WARS2,-0.10294991402200065,4,1,3,Down,"-0.04,-0.17,2.35,-1.16"
SLURP1,-0.1029823284185087,3,1,2,Down,"1.37,-1.80,-0.10"
TSHR,-0.10313327974451546,4,2,2,Down,"1.74,-0.35,0.02,-0.23"
CHAMP1,-0.1033879271257813,4,2,2,Down,"-0.24,0.04,-0.72,2.15"
TCF15,-0.10358924946256773,2,1,1,Down,"0.24,-0.45"
XPO6,-0.10368169979982186,4,2,2,Down,"0.48,1.74,-0.69,-0.82"
PSMG3,-0.1038663867749096,4,2,2,Down,"0.16,-1.14,-0.37,0.51"
VOM1R97,-0.10387433194032314,2,1,1,Down,"-0.93,0.72"
RSPH1,-0.10394515733701068,4,2,2,Down,"-0.53,0.32,-0.66,0.48"
HAMP,-0.10403742799127277,3,1,2,Down,"-0.10,-0.49,1.00"
APEX2,-0.10421686124228423,4,2,2,Down,"1.01,-1.94,0.19,-0.40"
KCNE1,-0.10435820446426737,3,1,2,Down,"3.51,-0.10,-0.43"
CHML,-0.1046066545261384,2,1,1,Down,"-0.50,0.29"
LOC100911449 /// OLR1358 /// OLR1361,-0.10477932176147475,2,1,1,Down,"-0.40,0.19"
CATSPERD,-0.10479189355333582,2,1,1,Down,"-0.50,0.29"
SH2D1A,-0.10488944574295013,3,1,2,Down,"-3.74,-0.10,1.44"
SPRR3,-0.1051636185850054,3,1,2,Down,"0.38,-0.43,-0.11"
CCDC183,-0.1052866260786677,2,1,1,Down,"0.35,-0.56"
NMNAT1,-0.10547388523453219,4,2,2,Down,"-0.23,1.57,0.02,-1.50"
DNASE1,-0.10555133425629215,4,1,3,Down,"-0.16,0.33,-0.51,-0.05"
CISD3,-0.10564775168820159,3,1,2,Down,"-1.33,2.99,-0.11"
ACTRT3,-0.10567137410328198,2,0,2,Down,"-0.18,-0.03"
UBOX5,-0.10584721637750052,4,2,2,Down,"1.06,-0.36,-1.20,0.15"
TUBGCP3,-0.1062891337872894,4,1,3,Down,"0.16,-0.20,-0.67,-0.01"
ADAM7,-0.1063761560658235,3,1,2,Down,"-2.28,-0.11,0.36"
SDR16C5,-0.10641987404001178,3,1,2,Down,"-0.11,-1.98,0.30"
MRPS35,-0.10694555562442515,4,2,2,Down,"0.16,-0.38,-1.13,0.65"
PROZ,-0.10700297739589133,2,0,2,Down,"-0.16,-0.05"
UGT2B10,-0.1072213485478751,3,1,2,Down,"0.16,-0.29,-0.11"
LOC102548822,-0.10736338080397899,2,1,1,Down,"0.01,-0.23"
HOMER2,-0.10749271590249311,4,2,2,Down,"-0.26,1.16,-1.51,0.04"
THEG,-0.1075942622510933,3,1,2,Down,"-0.11,-1.50,0.03"
ACTA1,-0.10774022457360959,4,2,2,Down,"0.37,-0.24,-3.47,0.02"
CBX5,-0.10774023777145023,4,1,3,Down,"-2.02,-0.13,-0.08,1.97"
CES2C /// LOC100910040,-0.10806379960072099,2,1,1,Down,"-1.04,0.82"
FBXO47,-0.10806503024492808,2,1,1,Down,"0.17,-0.39"
MBL1,-0.10818016667049549,2,1,1,Down,"0.01,-0.23"
TBPL1,-0.10818474716952897,4,2,2,Down,"1.13,1.29,-1.95,-1.35"
SEC22A,-0.10833938559119925,4,2,2,Down,"-0.40,-0.87,3.21,0.18"
LOC102556485,-0.10878142518071592,2,1,1,Down,"-0.29,0.07"
TADA2A,-0.10884340827428281,4,2,2,Down,"0.10,1.02,-3.32,-0.31"
LOC102556932,-0.10923667296261244,2,1,1,Down,"-0.30,0.08"
EFHD2,-0.10926253832635807,4,1,3,Down,"-0.01,-0.75,-0.21,3.72"
EFCAB12,-0.10929856273208365,2,1,1,Down,"-0.36,0.14"
SOST,-0.10943279038060796,3,0,3,Down,"-0.07,-0.46,-0.11"
LRP6,-0.1096131225616615,4,1,3,Down,"-0.11,-0.11,0.39,-0.96"
TRIM68,-0.10977277063910265,2,1,1,Down,"0.19,-0.41"
AMBN,-0.10981180826970793,3,1,2,Down,"0.83,-1.38,-0.11"
AIF1L,-0.1098721559466226,4,2,2,Down,"0.03,-0.25,2.28,-1.38"
ASB18,-0.11000528076095938,3,0,3,Down,"-0.04,-1.18,-0.11"
LHX5,-0.1100231206024057,3,1,2,Down,"1.48,-1.58,-0.11"
BOK,-0.11011973253840779,4,2,2,Down,"-1.07,2.89,-1.04,0.82"
FASTKD5,-0.11029807381438034,4,2,2,Down,"0.85,-1.08,-1.78,1.16"
GRK4,-0.11040028455704926,4,2,2,Down,"1.53,-1.12,0.90,-1.97"
TBX3,-0.11061431536279295,4,2,2,Down,"0.49,-0.71,-1.50,0.71"
FTSJ2,-0.11075244563916702,3,1,2,Down,"-0.37,0.94,-0.11"
SLC26A10,-0.11079440664957424,3,1,2,Down,"0.21,-1.33,-0.11"
ACAA1,-0.11083731146396436,2,1,1,Down,"-0.44,0.22"
NPFFR2,-0.11129766991196183,4,1,3,Down,"-0.19,0.61,-1.47,-0.04"
LOC102547199,-0.11175764007569577,2,1,1,Down,"1.38,-1.60"
RALGDS,-0.11177963586148593,4,2,2,Down,"0.41,-6.47,-0.63,2.56"
HGD,-0.11207971859410333,3,1,2,Down,"-0.11,2.22,-0.16"
SHROOM3,-0.1122485040958932,4,2,2,Down,"0.08,-0.30,-1.03,2.16"
TTC39B,-0.11282171940745934,4,2,2,Down,"-0.41,0.18,-0.81,1.75"
DLL3,-0.1129074478839793,4,1,2,Down,"0.00,-1.41,-0.23,0.48"
SVS1,-0.11290776851735307,2,1,1,Down,"-0.37,0.15"
LOC102548374,-0.1134015759966949,2,1,1,Down,"-0.57,0.34"
RGD1566085,-0.11355184239998228,2,1,1,Down,"-1.60,1.37"
LOC100910056 /// UHRF1BP1L,-0.1135552621733158,2,1,1,Down,"-4.17,3.94"
UCHL3,-0.11377801527930964,4,1,3,Down,"-0.13,-0.15,-0.10,2.86"
LOC100910864,-0.11395480769723804,2,1,1,Down,"-0.82,0.60"
CILP,-0.11401939561012368,2,0,2,Down,"-0.00,-0.23"
CDON,-0.11402321693949558,4,1,3,Down,"3.02,-0.15,-0.14,-0.09"
GP2,-0.11424721737579004,3,1,2,Down,"1.21,-0.52,-0.11"
LOC102552488,-0.11438552910659958,2,1,1,Down,"-0.52,0.29"
PCBD2,-0.11453338533624913,3,1,2,Down,"-0.11,-0.30,0.58"
TMEM108,-0.11467844216027201,4,2,2,Down,"0.11,-1.30,-0.34,0.58"
CCDC163,-0.11482985074301248,3,0,3,Down,"-0.11,-0.00,-0.92"
PROSER3,-0.1148854998379028,4,1,3,Down,"-0.08,-0.15,0.05,-0.53"
KPNA3,-0.11523720809278548,4,2,2,Down,"0.07,3.24,-2.34,-0.30"
SRSF7,-0.11610822542687921,4,1,3,Down,"0.62,-1.92,-0.22,-0.01"
KLHL11,-0.11614505861272151,4,1,3,Down,"-0.29,-0.07,-0.17,1.01"
TMPRSS6,-0.11617519970657492,2,1,1,Down,"0.15,-0.39"
RAB24,-0.11633367261981137,4,2,2,Down,"-1.14,4.02,-3.35,0.90"
SERPINB8,-0.11662898000034339,2,1,1,Down,"-1.84,1.61"
CRIM1,-0.11664685718799242,4,1,3,Down,"-0.06,0.38,-3.00,-0.17"
TEAD2,-0.11667614239139813,4,1,3,Down,"-0.17,-1.83,2.71,-0.07"
TNR,-0.11686614123958475,4,2,2,Down,"-2.83,0.16,0.18,-0.39"
BHMT2,-0.1169978365547966,3,1,2,Down,"-0.12,-1.07,0.29"
SSTR5,-0.117188326056203,4,2,2,Down,"0.66,-0.24,-1.90,0.00"
FDXACB1,-0.11726121502119825,3,1,2,Down,"0.73,-0.12,-2.49"
GDAP2,-0.11728731631380784,4,2,2,Down,"-0.51,2.52,-0.49,0.26"
ZMYM1,-0.11733852703124839,4,2,2,Down,"0.35,-0.59,0.84,-1.79"
ZFP775,-0.1174652153505501,3,0,2,Down,"-0.00,-0.12,-1.12"
RGD1307603,-0.11755873928999631,2,0,2,Down,"-0.18,-0.05"
ILKAP,-0.11757265439335637,4,2,2,Down,"-0.49,-1.92,0.25,0.43"
PLCH1,-0.11767749634197425,4,2,2,Down,"-0.28,0.04,-1.25,0.25"
KBTBD8,-0.11797177893818371,2,1,1,Down,"0.00,-0.24"
OBFC1,-0.11810248494586315,3,1,2,Down,"-0.12,0.66,-2.05"
LIPOGENIN,-0.11812149959858874,2,0,2,Down,"-0.16,-0.08"
PAPD5,-0.11827728369866873,3,1,2,Down,"3.14,-3.35,-0.12"
HNRNPUL2,-0.11859284173694179,2,1,1,Down,"-0.83,0.60"
TM9SF2,-0.11868635962639174,4,2,2,Down,"-1.39,7.00,1.15,-2.18"
LOC100912602,-0.11885615120747252,2,0,2,Down,"-0.03,-0.21"
LUZP2,-0.11908402939927519,2,0,2,Down,"-0.17,-0.07"
FAM53A,-0.11909143624374731,4,1,3,Down,"0.03,-0.13,-0.22,-0.11"
KPNA1,-0.11922988912429226,3,1,2,Down,"-0.12,-3.63,1.36"
MYOM1,-0.11937069258968476,4,1,3,Down,"-0.01,-0.30,-0.23,0.15"
SLC1A2,-0.11942434972688337,4,2,2,Down,"0.04,0.32,-3.38,-0.28"
LPO,-0.11946085032622715,4,2,2,Down,"1.42,-0.27,0.03,-0.80"
PHKA1,-0.11960548336208847,4,1,3,Down,"0.55,-0.12,-0.33,-0.12"
NUDT12,-0.11975967358655268,4,2,2,Down,"-0.42,0.20,0.18,-2.51"
VWC2,-0.12043488582998582,4,2,2,Down,"0.30,0.55,-3.13,-0.54"
NCOA6,-0.12058835754497865,4,2,2,Down,"0.41,1.92,-1.67,-0.65"
RGD1307315,-0.12074323287193889,2,1,1,Down,"-2.12,1.88"
RNF128,-0.12075851253052386,4,1,3,Down,"-0.05,-0.19,2.10,-4.77"
HOMEZ,-0.12077153039426824,4,2,2,Down,"-0.63,2.71,0.00,-0.24"
VIL1,-0.12092703258458562,4,2,2,Down,"1.03,0.37,-0.61,-0.74"
SKIV2L2,-0.12112438418133706,3,1,2,Down,"-0.12,1.44,-0.29"
LIN37,-0.12128684401501388,4,2,2,Down,"-1.09,0.80,-1.04,1.78"
PABPC5,-0.12134028708317653,2,1,1,Down,"0.21,-0.45"
TAF8,-0.12158492977331817,2,1,1,Down,"0.05,-0.29"
GPATCH2L,-0.1217208658440321,4,1,3,Down,"-0.47,-0.09,-0.15,2.54"
GCN1L1,-0.12189307778343329,3,1,2,Down,"0.25,-1.43,-0.12"
ZBTB8B,-0.1223670086013659,2,1,1,Down,"-0.61,0.37"
VSIG2,-0.1224144767743078,2,1,1,Down,"0.24,-0.48"
DYRK3,-0.12249857436477868,4,2,2,Down,"-0.53,2.12,-3.89,0.29"
MFN2,-0.12257662930086477,2,1,1,Down,"-2.50,2.25"
RGD1562885,-0.12263610428065458,2,1,1,Down,"-0.36,0.12"
SLX4,-0.1228772682173124,4,2,2,Down,"0.39,0.55,-1.32,-0.63"
PADI1,-0.12307835108378425,3,1,2,Down,"0.06,-0.38,-0.12"
CNTN3,-0.12315139028674056,4,2,2,Down,"2.03,0.03,-0.46,-0.28"
CHRM2,-0.12338806225907917,4,2,2,Down,"0.03,-0.28,-0.27,0.23"
APOA4,-0.12341423835817235,3,1,2,Down,"-0.13,-0.12,0.98"
GATA5,-0.12363757376862668,3,1,2,Down,"0.11,-0.89,-0.12"
TAS2R118,-0.12364934746732051,2,1,1,Down,"-0.57,0.32"
PRSS27,-0.12373673655837987,3,1,2,Down,"0.16,-0.58,-0.12"
SRSF6,-0.12390960797303185,4,2,2,Down,"1.02,-6.98,5.45,-1.27"
CBX2,-0.12406464878319833,4,2,2,Down,"0.21,0.37,-0.46,-1.75"
CRYGB,-0.12418219955640823,3,0,3,Down,"-0.19,-0.12,-0.02"
FAM13C,-0.12418422690842582,4,2,2,Down,"0.27,0.81,-5.36,-0.51"
GRIP1,-0.12426996696867201,4,1,3,Down,"-0.15,-0.10,-2.96,2.54"
NOTCH2,-0.12440762007125306,4,1,3,Down,"-0.21,10.37,-0.53,-0.04"
PPM1F,-0.1247635991636281,4,2,2,Down,"-0.40,0.15,-0.57,0.86"
TFAP2C,-0.12483400752510748,3,1,2,Down,"-0.17,-0.12,0.27"
HOXC9,-0.12495103819095316,3,1,2,Down,"-0.12,0.17,-0.61"
AGTR2,-0.1251444172865278,4,2,2,Down,"1.22,0.08,-0.96,-0.33"
IRX2,-0.1252820629674445,3,0,3,Down,"-0.07,-0.13,-0.38"
KLHL24,-0.1257263702071263,3,1,2,Down,"-0.13,2.08,-2.36"
AP3B1,-0.12584965552838484,4,2,2,Down,"-1.39,0.19,6.50,-0.44"
CELA3B,-0.12586549715281578,3,0,3,Down,"-0.13,-2.67,-0.07"
MRPL16,-0.1260742675616383,4,2,2,Down,"-0.45,-0.42,0.17,0.80"
ETAA1,-0.1263574455940136,4,1,3,Down,"-0.01,-0.25,0.98,-0.52"
LOC681958 /// PCGF2,-0.12647637471810588,2,0,2,Down,"-0.13,-0.12"
NSUN6,-0.12652606195893612,4,1,3,Down,"0.19,-0.19,-0.68,-0.07"
HARS2,-0.12672186495281934,4,2,2,Down,"0.14,2.62,-1.58,-0.39"
SDC2,-0.12679223899911762,4,1,3,Down,"-0.10,-0.16,2.01,-1.04"
SNX4,-0.12749239867912046,4,2,2,Down,"1.11,-2.67,0.35,-0.60"
LOC100360128,-0.1275503727682581,2,1,1,Down,"-0.33,0.07"
SLC24A4,-0.12762777938241282,4,2,2,Down,"-1.21,3.87,-1.52,0.95"
LOC290876,-0.12767184092576064,2,0,2,Down,"-0.03,-0.23"
LOC100360470,-0.1280760446132973,2,1,1,Down,"0.09,-0.35"
RPL7A,-0.12831122781938445,2,1,1,Down,"0.23,-0.49"
NANP,-0.12869385220090884,4,2,2,Down,"0.93,0.16,-1.38,-0.41"
SLC26A5,-0.12878062311854802,4,1,3,Down,"2.82,-0.26,-0.14,-0.12"
CMA1,-0.1288953765681582,3,1,2,Down,"0.91,-0.34,-0.13"
HDGFRP3,-0.12925376913609923,3,0,3,Down,"-0.12,-0.99,-0.13"
TBC1D8B,-0.12935677787991973,4,2,2,Down,"0.22,-0.48,1.05,-2.27"
ASS1,-0.12936980817912005,4,2,2,Down,"0.10,-1.18,-0.33,0.07"
SLC41A3,-0.12939024416733758,4,2,2,Down,"-2.69,-5.45,5.89,2.43"
CES1F /// CESL1,-0.12948789489192458,2,1,1,Down,"-0.52,0.26"
PEF1,-0.1296460187691017,4,1,3,Down,"-2.32,-0.11,-0.15,0.95"
CNBD2,-0.1296506735068652,4,2,2,Down,"0.04,-0.30,3.42,-3.09"
SMPD2,-0.13022587244545675,4,1,3,Down,"-0.33,-0.15,0.22,-0.11"
MARCH11,-0.1304360121886026,3,1,2,Down,"0.65,-5.47,-0.13"
DDC8,-0.13053516482754746,2,1,1,Down,"-1.03,0.77"
LOC102548409,-0.13057119603744516,2,1,1,Down,"-0.55,0.29"
ACSF3,-0.1306398105473571,4,1,3,Down,"-0.96,0.06,-0.13,-0.13"
LOC102555739,-0.13087041262551868,2,1,1,Down,"-0.58,0.32"
ITM2B,-0.13142447794492895,4,2,2,Down,"-1.11,0.85,5.38,-3.30"
RGD1562392 /// SULT1C2,-0.13188958598296188,2,1,1,Down,"0.27,-0.53"
ZBTB3,-0.13193428568322577,2,0,2,Down,"-0.20,-0.06"
ASB12,-0.13202282349848057,3,1,2,Down,"0.21,-0.13,-0.35"
CCDC6,-0.13213206878789857,4,2,2,Down,"0.47,-0.73,-3.02,3.51"
LOC100910104,-0.1325581745613421,2,1,1,Down,"-1.63,1.36"
COL6A1,-0.13257087567960602,4,1,3,Down,"-0.16,-0.44,3.77,-0.10"
HRH1,-0.1326025755075984,4,2,2,Down,"-0.34,0.07,-3.58,0.35"
FGF21,-0.1326141742221703,3,1,2,Down,"-0.13,-0.74,1.04"
PSMA3,-0.13270286089374142,4,2,2,Down,"0.83,-0.38,-0.93,0.12"
SCAI,-0.1329057179370638,4,2,2,Down,"-0.48,0.40,0.21,-0.64"
DPYSL5,-0.13302776770197888,2,1,1,Down,"-1.02,0.75"
CYP27B1,-0.1331246488098504,4,1,2,Down,"0.00,-0.27,-0.75,2.38"
LOC100909758 /// VKORC1L1,-0.13322044506950248,2,1,1,Down,"-1.72,1.45"
KRT25,-0.13325571435717223,4,2,2,Down,"0.12,-0.38,-0.77,1.11"
PGM3,-0.13334145319145507,4,2,2,Down,"0.90,-1.31,-1.17,2.34"
KLRE1,-0.13339602149753327,2,0,2,Down,"-0.09,-0.18"
EPS8L2,-0.13392982140032503,4,1,3,Down,"-0.26,-0.00,-1.93,1.14"
EBF1,-0.13397769959192685,4,2,2,Down,"0.79,-1.60,3.27,-1.06"
ANO9,-0.13420620542643247,3,0,3,Down,"-3.54,-0.13,-0.02"
ZFP511,-0.13430238587540502,3,1,2,Down,"-0.13,-1.41,1.55"
OSR1,-0.13439016710580995,2,0,2,Down,"-0.04,-0.23"
KDM4D /// LOC100909834,-0.1344599071743865,2,0,2,Down,"-0.20,-0.07"
WDR70,-0.13446797898981772,4,2,2,Down,"0.13,-0.40,-0.42,0.69"
STARD3NL,-0.1346310375755957,4,1,3,Down,"-1.10,-0.19,-0.08,1.23"
NUP62CL,-0.1348259453809696,3,1,2,Down,"-0.13,-3.06,0.96"
CC2D1B,-0.1348365972222218,4,2,2,Down,"0.70,-0.32,-0.28,0.01"
SERPINB12,-0.1349261568239374,3,1,2,Down,"0.12,-1.87,-0.13"
DPPA3 /// RGD1559950 /// RGD1560771 /// RGD1562739,-0.1349532379525743,2,0,2,Down,"-0.22,-0.05"
COL4A5,-0.13496724354378115,4,2,2,Down,"-0.80,0.53,5.86,-2.12"
HNF4A,-0.13505178052279654,3,1,2,Down,"0.30,-1.42,-0.14"
PTPRZ1,-0.13514256019186097,4,1,3,Down,"-0.10,-0.17,0.31,-1.97"
CHPF2,-0.1353065506554601,3,1,2,Down,"-0.14,-1.67,0.90"
LOC102554938,-0.13530914273242206,2,0,2,Down,"-0.16,-0.11"
OTOP2,-0.13551974100438258,2,1,1,Down,"-1.02,0.75"
PYGO2,-0.13599781668582497,4,1,3,Down,"-0.01,-0.27,-0.89,2.87"
SLC36A2,-0.13611737789440861,4,0,4,Down,"-0.36,-0.10,-0.10,-0.17"
PRKD1,-0.13617901647918818,4,2,2,Down,"0.22,0.27,-0.49,-0.49"
LOC102549900,-0.13646284634630387,2,1,1,Down,"-0.73,0.45"
PADI4,-0.13647793678134207,3,1,2,Down,"5.81,-0.17,-0.14"
LOC102550045,-0.13654119166999412,2,0,2,Down,"-0.18,-0.09"
SULT1C3,-0.13682894614709168,3,1,2,Down,"0.25,-0.28,-0.14"
CCNH,-0.13696923610699474,4,2,2,Down,"-1.12,0.85,-1.34,3.11"
SNRNP48,-0.1371121135231307,4,2,2,Down,"1.72,0.34,-0.62,-1.95"
TLE6,-0.1371366939581446,4,1,3,Down,"-0.18,1.83,-0.09,-0.34"
ZDHHC13,-0.13714888675601994,4,1,3,Down,"0.47,-1.71,-0.14,-0.14"
IL4,-0.13727485003392695,3,0,3,Down,"-0.30,-0.14,-0.11"
CLEC1A,-0.13752501456243824,4,1,3,Down,"-0.02,3.14,-0.26,-0.73"
EIF4ENIF1,-0.13756081612193574,2,1,1,Down,"0.04,-0.31"
PPIL6,-0.13763607715635928,2,1,1,Down,"-0.41,0.14"
KHDRBS1,-0.13764572632040115,4,2,2,Down,"-0.66,0.39,0.54,-2.09"
OLR1641,-0.1378088594511353,2,1,1,Down,"-0.76,0.48"
SNCAIP,-0.1378977602951169,4,2,2,Down,"0.56,0.18,-0.45,-0.79"
AADAC,-0.1380608314358982,3,0,3,Down,"-0.14,-0.03,-0.22"
LOC102553632,-0.13809129790469366,2,1,1,Down,"-1.51,1.24"
ZBTB7C,-0.1382947616794511,3,0,3,Down,"-0.14,-0.61,-0.03"
HECW1,-0.13855832998649248,2,1,1,Down,"-0.69,0.42"
MEF2B,-0.13858599172323466,2,1,1,Down,"-0.70,0.43"
MYOC,-0.1388025317246931,4,2,2,Down,"-6.18,1.03,-0.45,0.17"
ALDH9A1,-0.13886055383879256,4,2,2,Down,"0.31,-0.59,8.08,-0.69"
VEGFA,-0.13889580473738247,4,2,2,Down,"0.42,-0.70,-5.47,3.71"
GATA1 /// LOC100911167,-0.1393247288849001,2,0,2,Down,"-0.07,-0.20"
LOC102554539,-0.13969713799333067,2,1,1,Down,"-1.08,0.80"
CCDC88C,-0.14015355319586187,3,1,2,Down,"-0.30,-0.14,1.33"
NDST2,-0.14061035343272787,4,2,2,Down,"0.83,-1.12,3.25,-1.38"
MC5R,-0.14089931677388817,4,2,2,Down,"-0.42,0.14,-1.69,0.63"
NCSTN,-0.14099631204080018,4,2,2,Down,"-0.69,0.40,5.13,-1.91"
TNNI1,-0.14124037962115338,5,2,3,Down,"0.54,-0.46,-0.14,-1.50,0.38"
ALS2CR11,-0.14129284490015437,2,0,2,Down,"-0.14,-0.14"
CLIC5,-0.14162650779946714,4,2,2,Down,"-0.33,-4.33,0.04,0.26"
USP47,-0.14208129621647647,4,2,2,Down,"1.09,-1.37,-1.69,1.25"
PRM3,-0.14221059106431191,3,1,2,Down,"-0.66,-0.14,0.14"
CTSH,-0.1423866319350588,4,2,2,Down,"0.05,-1.24,9.50,-0.33"
EFNA4,-0.14258768100760225,3,1,2,Down,"-0.70,0.23,-0.14"
GCAT,-0.1426476087277735,2,1,1,Down,"-0.57,0.29"
PRX,-0.1429850997751873,4,1,3,Down,"-0.18,-1.52,0.06,-0.11"
ENKD1,-0.14301903944226593,4,2,2,Down,"-0.48,1.50,-0.55,0.19"
CETN1,-0.14309229260659317,3,0,3,Down,"-0.14,-0.11,-1.61"
LOC100910596,-0.14315363485019006,2,0,2,Down,"-0.17,-0.12"
BCMO1,-0.14320724018113778,2,1,1,Down,"-0.40,0.11"
FREM3,-0.14334846731637732,3,1,2,Down,"-0.14,-0.23,0.07"
NUDT6,-0.14340565391426743,4,2,2,Down,"0.57,-2.22,0.13,-0.41"
LOC500007,-0.1434266635631447,2,1,1,Down,"-0.92,0.63"
ABCD3,-0.14344755704229223,3,0,3,Down,"-0.14,-0.12,-2.09"
TCEB2,-0.14369396372712834,3,1,2,Down,"-0.95,-0.14,2.47"
COG4,-0.14369619765619865,4,2,2,Down,"-0.77,0.49,0.65,-1.20"
OTX1,-0.14388972189972118,4,2,2,Down,"-0.34,1.15,-2.47,0.05"
DEF6,-0.14396795881825963,2,1,1,Down,"1.08,-1.36"
LOC100911492 /// OTX2,-0.14407280787932103,2,1,1,Down,"-0.39,0.10"
DAXX,-0.14434213952695468,4,1,3,Down,"0.17,-2.19,-0.07,-0.22"
MAFA,-0.1444767320869491,4,2,2,Down,"-0.63,0.72,-0.32,0.03"
GZMA,-0.14466001133447157,3,1,2,Down,"-3.12,-0.14,2.09"
PSMD4,-0.14499256081421097,4,2,2,Down,"0.15,-0.44,-1.01,3.67"
NOX4,-0.14509132158450455,3,1,2,Down,"0.10,-0.15,-0.88"
SUPT6H,-0.1451905748859217,3,1,2,Down,"2.38,-0.66,-0.15"
PDGFRA,-0.14536767504655637,4,2,2,Down,"-0.86,-0.30,4.89,0.01"
PEG3,-0.14558549240133078,4,2,2,Down,"-1.03,0.74,-3.04,1.72"
PHF8,-0.14578546869003609,4,2,2,Down,"1.03,0.48,-0.77,-2.29"
HMGCLL1,-0.14598632634237269,2,1,1,Down,"-0.61,0.32"
SPATA19,-0.14615096165606667,4,1,3,Down,"0.44,-0.04,-0.93,-0.25"
FAM167B,-0.14634036694039446,4,1,3,Down,"-0.03,-0.62,-0.26,0.20"
MEG3,-0.14655146701457916,2,1,1,Down,"0.51,-0.80"
WDR25,-0.14667867165066473,2,0,2,Down,"-0.00,-0.29"
SCNN1A,-0.14670628277547224,4,2,2,Down,"-1.02,-0.58,0.28,1.33"
GPC4,-0.14685109044283332,4,1,3,Down,"-0.24,0.93,-0.42,-0.06"
CMTM4,-0.14708050189705746,3,1,2,Down,"-0.15,-1.49,0.05"
TCTA,-0.14709236665913974,4,1,3,Down,"-0.28,-1.01,-0.01,0.12"
FLT4,-0.14716512530196973,4,2,2,Down,"2.08,-0.33,-1.05,0.04"
SMPX,-0.14724646320728843,3,0,3,Down,"-0.15,-0.96,-0.01"
SMTNL1,-0.14756472290513017,2,0,2,Down,"-0.00,-0.29"
ABCB11,-0.14819785125559562,3,0,3,Down,"-0.03,-1.02,-0.15"
PPCS,-0.1482138856078928,4,1,3,Down,"-0.40,2.28,-0.29,-0.01"
ERP29,-0.14841824242749269,4,2,2,Down,"-0.99,-5.84,7.34,0.70"
RHPN2,-0.14853020605052547,4,1,3,Down,"0.38,-0.30,-0.00,-1.31"
CD164L2,-0.14872387954807903,2,1,1,Down,"-0.72,0.42"
ELK1,-0.1487909988449999,4,2,2,Down,"0.17,-0.46,-1.72,0.76"
TMEM175,-0.1490425875170925,2,0,2,Down,"-0.18,-0.12"
VGLL1,-0.14914588920906893,3,1,2,Down,"0.13,-0.96,-0.15"
SPAG8,-0.14932884938514293,2,1,1,Down,"0.25,-0.55"
NAF1,-0.14957752071585578,2,1,1,Down,"0.22,-0.52"
PINX1,-0.14982027351883972,4,2,2,Down,"0.12,-0.42,-0.47,3.36"
SMAD7,-0.1498725536713325,4,2,2,Down,"0.09,-0.39,-3.16,1.10"
DTWD1,-0.14994694309189757,4,1,3,Down,"-0.12,0.24,-0.18,-0.89"
ID2,-0.14997420568765116,4,2,2,Down,"0.04,-0.34,-2.59,1.29"
SLC5A2,-0.15007252368395668,4,2,2,Down,"0.89,-0.40,-1.59,0.10"
TEX101,-0.1503994087306307,3,1,2,Down,"-0.15,-0.67,0.54"
F9,-0.15040210958018746,3,1,2,Down,"0.26,-0.61,-0.15"
CYP4A2 /// CYP4A3 /// LOC100912910,-0.15044510893668958,2,0,2,Down,"-0.05,-0.25"
MAGOHB,-0.15056053057985644,2,0,1,Down,"-0.00,-0.30"
UBE2U,-0.1505836774779031,3,1,2,Down,"0.07,-0.48,-0.15"
MCTS1 /// MCTS2,-0.15058774530056157,2,0,2,Down,"-0.09,-0.21"
LONP1,-0.15060203420414364,4,2,2,Down,"0.29,-5.33,-0.60,1.38"
MTHFD1L,-0.15092410033721954,4,2,2,Down,"0.10,-0.49,-0.40,1.49"
ZCCHC11,-0.1510529438004718,3,1,2,Down,"1.97,-0.15,-0.26"
COMMD3,-0.15108661103524387,5,2,3,Down,"-0.15,-1.49,-0.28,2.16,2.30"
LOC102551584 /// RGD1564177,-0.1511876582613123,2,1,1,Down,"-1.03,0.73"
WFIKKN1,-0.1513113264234016,4,1,3,Down,"0.91,-0.01,-1.98,-0.29"
PSENEN,-0.15136008970795248,4,2,2,Down,"-0.36,0.05,0.79,-0.77"
TBCC,-0.15137054981248738,4,2,2,Down,"-0.52,0.48,-4.83,0.22"
LRAT,-0.1513884337889786,3,1,2,Down,"-0.15,-0.66,1.83"
ACER1,-0.15143648973501372,3,1,2,Down,"1.15,-0.15,-0.31"
AIMP2,-0.15156478521144617,4,1,3,Down,"-0.24,-4.14,-0.06,4.08"
SULT5A1,-0.1516076883570331,2,1,1,Down,"1.60,-1.90"
SPAM1,-0.1522696939985245,3,1,2,Down,"-0.41,-0.15,0.33"
ATOX1,-0.15262172821376913,4,2,2,Down,"-0.90,-0.69,5.05,0.39"
CCDC157,-0.15301556855291482,2,1,1,Down,"0.04,-0.34"
KLC3,-0.15306602479894427,4,2,2,Down,"0.05,0.86,-1.96,-0.36"
CD247,-0.15348434656139354,4,2,2,Down,"0.25,-6.78,-0.56,0.34"
DNAJA2,-0.15381253574835513,4,1,3,Down,"-0.26,3.29,-3.04,-0.05"
